MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
220001043,Sold,Detached,5443,Hanna,92105,1290B1,OAKPARK867,2,1,0,840,1951,5,680000,599000,01/18/2022,665000,02/18/2022
220000845,Sold,Detached,6451,Dwane,92120,,DELCERDELC,5,3,0,3380,1968,3,1695000,1695000,01/14/2022,1725000,02/15/2022
220000898,Sold,Detached,14710,Jeff Park,92064,1.19E+04,POWAY,3,2,0,1274,1973,5,899900,899900,01/14/2022,1025000,02/16/2022
220001214,Sold,Detached,4660,Rolando,92115,1270D3,SAN DIEGO,3,1,1,1284,1943,12,699900,699900,01/20/2022,756000,02/22/2022
220000801,Sold,Detached,5151,Rebel,92117,,SAN DIEGO,3,2,0,1390,1959,6,939000,939000,01/13/2022,1025000,02/07/2022
220002274,Sold,Detached,124,Lotus,92054,,UNKNOWN999,3,1,1,1232,1959,0,645000,645000,02/02/2022,645000,02/02/2022
220000989,Sold,Detached,8018,Anders,91942,1250H7,LA MESA,5,2,1,2350,1970,3,879000,879000,01/17/2022,980000,02/16/2022
SW22012063,Sold,"All Other Attached, Condominium",804,Washington,92025,,,2,2,,1064,1966,4,438000,438000,01/20/2022,440000,03/03/2022
220000657,Sold,All Other Attached,344,Mission Terrace,92069,,SAN MARCOS,3,2,1,1468,2017,5,699999,649999,01/12/2022,706000,02/18/2022
220000610,Sold,All Other Attached,2076,Avenue Of The Trees,92008,1106G4,CARLSBAD EAST,3,3,0,1893,1975,8,885900,885900,01/11/2022,910000,02/09/2022
NDP2201114,Pending,"All Other Attached, Detached",1248,San Elijo,92078,,,2,2,1,1480,2005,9,695000,695000,02/07/2022,,
220000756,Sold,Detached,3728,Orion,91941,1271A5,LA MESA,4,2,1,1462,1964,8,865000,799000,01/13/2022,910000,02/22/2022
PTP2200558,Active,"All Other Attached, Detached",4524,Quailridge,92056,,,2,1,,873,1980,25,475000,449000,02/10/2022,,
220000844,Sold,All Other Attached,429,Sanibelle,91910,1310F6,CHULA VISTA,2,2,1,1278,1993,4,549000,549000,01/14/2022,570000,02/18/2022
220001380,Sold,Detached,16535,Roca,92128,,RANCHO BERNARDO,2,2,0,1197,1964,0,599000,599000,01/26/2022,640000,02/11/2022
220001449,Sold,Detached,8111,Lazy River,92127,,RANCHO SANTA FE,6,5,0,3585,2012,3,2199000,2199000,01/28/2022,2230000,03/11/2022
PTP2200454,Sold,Detached,1455,Rock Terrace,91901,,,2,2,,1018,1955,4,600000,600000,01/20/2022,640000,02/15/2022
NDP2200562,Sold,"All Other Attached, Condominium",18543,Caminito Pasadero,92128,,,1,1,,716,1993,4,440000,420000,01/19/2022,440000,02/22/2022
220002327,Sold,All Other Attached,4095,Rosenda,92122,,UNIVERSITY CITY,2,2,0,1086,1986,9,674990,674990,02/02/2022,730000,03/04/2022
PTP2200326,Sold,Detached,1052,Camino Espuelas,91910,,,4,3,0,2756,1997,12,1150000,1195000,01/14/2022,1100000,02/22/2022
220000704,Pending,Townhome,7829,Inception,92108,,CIVITACIVI,3,3,1,1555,2012,25,969000,940000,01/13/2022,,
220000589,Sold,All Other Attached,550,Park,92101,1289B4,DOWNTOWN,2,2,0,1112,2004,4,634900,634900,01/11/2022,650000,02/09/2022
NDP2201444,Sold,Detached,7954,Lusardi Creek Ln,92127,,,3,2,1,1796,2016,0,1450000,1450000,02/17/2022,1450000,02/15/2022
220001756,Sold,Detached,7342,Altiva,92009,1127G7,LA COSTA,5,5,1,4308,2016,0,3650000,3650000,01/30/2022,3700000,03/08/2022
PTP2201373,Sold,Detached,344,Emerson St,91911,,,3,2,,1297,1968,0,639000,639000,03/02/2022,665000,03/02/2022
NDP2200705,Sold,Detached,9721,Deer Hollow,92071,,,3,2,,1353,1976,15,749000,749000,01/24/2022,735000,03/10/2022
220001049,Sold,Detached,6924,Valencia,91945,1290F2,UNKNOWN999,3,2,0,1634,2016,3,770000,770000,01/18/2022,790000,02/24/2022
220000929,Sold,Detached,11414,Creekstone,92128,1189J6,SABRE SPR,4,2,1,2216,2001,13,1400000,1400000,01/15/2022,1400000,02/28/2022
220000932,Sold,Detached,394,Coralwood,92114,1290H5,SAN DIEGO,3,2,0,1361,1960,4,700000,689000,01/15/2022,700000,03/07/2022
NDP2200484,Pending,"Manufactured Home, Detached",3437,Don Alberto,92010,,,3,2,1,1900,1977,25,825000,825000,01/17/2022,,
PTP2200325,Sold,"Detached, Condominium",2523,Whispering Palms Loop,91915,,,3,2,1,1917,1994,6,785000,759900,01/14/2022,790000,03/15/2022
PTP2200439,Sold,Detached,340,Quince Place,91911,,,3,2,,1792,1965,9,739000,699000,01/21/2022,790000,03/08/2022
NDP2200559,Active,Manufactured Home,306,Picnic View,92056,,,2,2,,1152,1977,56,249900,259999,01/10/2022,,
220000851,Sold,Detached,826,Sunnyside,92114,,SAN DIEGO,2,1,0,750,1954,0,475000,475000,01/14/2022,480000,02/22/2022
PTP2200422,Sold,Detached,2539,Trace,91978,,,3,2,,1532,1970,7,640000,599000,01/19/2022,640000,02/15/2022
PTP2200291,Sold,Detached,2574,Larkspur,91901,,,4,2,,1845,1996,11,849000,799000,01/20/2022,860000,02/28/2022
220000829,Sold,Detached,17504,Bernardo Oaks,92128,1170B1,RANCHO BERNARDO,4,2,0,1914,1964,5,1275000,1275000,01/14/2022,1457000,02/23/2022
NDP2200615,Sold,Detached,1286,Woodview,92056,,,4,2,,1960,1991,5,875000,849900,01/20/2022,875000,02/11/2022
PTP2200466,Sold,Detached,1650,Bartram,92019,,,5,3,1,3317,1975,0,1199000,1199000,01/20/2022,1220000,02/22/2022
NDP2200439,Sold,Detached,2551,Buena Rosa,92028,,,3,2,,1419,1978,33,635000,635000,01/15/2022,660000,03/11/2022
220002209,Sold,All Other Attached,1100,Adella,92118,,CORONADO VILLAGE,2,2,0,1171,1989,4,1200000,1200000,02/07/2022,1300000,03/14/2022
NDP2200582,Sold,"All Other Attached, Condominium",10762,Sabre Hill Dr,92128,,,2,2,,948,1996,3,559000,559000,01/20/2022,580000,02/28/2022
220001223,Sold,All Other Attached,10660,King Phillip,92071,1.23E+05,SANTEE,3,1,1,1190,1978,6,485000,485000,01/20/2022,530000,02/10/2022
220001224,Active,Detached,8710,Harbison Canyon,91901,1.23E+10,ALPINE,3,2,0,2764,1966,55,3000000,3000000,01/20/2022,,
220000700,Pending,Detached,16657,Deer Ridge,92127,,RANCHO BERNARDO,3,2,1,1644,2003,18,1180000,1080000,01/12/2022,,
NDP2200369,Sold,Detached,14157,Tobiasson,92064,,,4,2,,1288,1959,3,850000,850000,01/13/2022,825000,02/11/2022
PTP2200300,Sold,Detached,1043,Osage,91977,,,4,2,1,1640,1962,4,749900,749900,01/13/2022,755000,02/03/2022
220001090,Sold,All Other Attached,4368,Temecula,92107,,OCEAN BEACH,2,1,0,606,1980,8,499000,499000,01/18/2022,547000,02/28/2022
SW22006524,Sold,Detached,6184,Paseo Tienda,92009,,,3,2,,1901,2000,5,1075000,1075000,01/12/2022,1215000,01/26/2022
220001062,Sold,Detached,6771,Tiffin,92114,,ENCANENCAN,5,3,0,2008,1960,4,799000,799000,01/18/2022,920000,02/14/2022
ND22010348,Active,Detached,305,Charles Swisher,92028,,,3,3,1,3285,2009,56,1050000,1125000,01/18/2022,,
220001204,Sold,Detached,4951,Riding Ridge,92130,,CARMEL VALLEY,4,3,0,2449,1996,4,1890000,1890000,01/20/2022,2252000,02/14/2022
NDP2200432,Sold,Detached,5039,Capehart,92117,,,3,2,,1032,1957,17,789000,789000,01/24/2022,900000,03/02/2022
NDP2200472,Active,Detached,3048,Starry Night,92029,,,4,3,,2928,2018,33,1225001,1475000,01/16/2022,,
220001217,Sold,Townhome,10423,Whitcomb,92127,1169F3,RANCHO BERNARDO,3,2,1,1428,2006,3,900000,900000,01/20/2022,1001000,02/15/2022
NDP2200295,Sold,Detached,362,Indian Rock,92084,,,4,2,,1765,1969,8,749000,749000,01/11/2022,770000,02/14/2022
220000761,Sold,Townhome,12242,Paseo Lucido,92128,,RANCHO BERNARDO,2,2,0,1096,1985,17,675000,599000,01/13/2022,680000,02/23/2022
220001300,Sold,All Other Attached,3532,Meade,92116,1269F4,NORMAL HEIGHTS,1,1,0,596,1970,5,399000,399000,01/20/2022,420000,02/16/2022
SW22007640,Pending,Detached,13953,Mennonite Point,92129,,,5,3,,2676,1987,5,1400000,1400000,02/01/2022,,
NDP2200501,Sold,Detached,2815,Montecito,92028,,,4,3,1,4122,2002,6,1600000,1450000,01/18/2022,1599000,02/18/2022
NDP2200605,Sold,Detached,1365,Beringer,92081,,,4,3,,2147,1988,5,899999,899999,01/20/2022,930000,02/24/2022
220001061,Sold,Detached,13680,Cynthia,92064,,POWAY,4,2,0,1496,1978,2,750000,750000,01/18/2022,710000,02/03/2022
220001115,Sold,Townhome,10272,Wateridge,92121,1208D6,SAN DIEGO,3,2,1,1553,1999,4,950000,950000,01/19/2022,950000,02/24/2022
220000937,Sold,Detached,846,Calle Montera,92025,,SOUTH ESCONDIDO,3,2,0,1696,1991,20,939000,939000,01/15/2022,950000,02/25/2022
220000578,Sold,All Other Attached,3503,Caminito Sierra,92009,,LA COSTA,2,2,0,1022,1989,6,590000,590000,01/11/2022,612500,02/02/2022
220000954,Sold,All Other Attached,4055,Carmel View,92130,1188A7,SAN DIEGO,2,2,0,1005,1987,0,714900,714900,01/27/2022,800000,02/28/2022
220000862,Sold,Detached,652,Hartford,91913,,EASTSHELSH,2,2,0,944,1988,17,655000,655000,01/14/2022,671000,03/01/2022
NDP2201110,Sold,Detached,238,Flame Tree,92057,,,2,2,,906,1986,8,630000,630000,02/07/2022,626000,03/11/2022
220000764,Sold,All Other Attached,1133,1st,92118,,CORONADO VILLAGE,2,2,0,1672,1993,6,1895000,1895000,01/13/2022,1935000,02/18/2022
220000807,Sold,Detached,1022,Princess Kyra,92029,1.13E+07,SOUTHWEST ESCONDIDO,5,3,0,2428,2004,8,899900,899900,01/13/2022,1055000,02/10/2022
NDP2200448,Sold,Manufactured Home,1930,San Marcos,92078,,,2,2,,1936,1983,27,499999,499999,01/14/2022,500000,03/11/2022
220000734,Sold,Detached,13280,Sparren,92129,,RANCHO PENASQUITOS,6,3,0,2644,1979,0,1585000,1499000,01/13/2022,1585000,02/17/2022
220000944,Sold,Townhome,2670,Escala,92108,,ESCALAESCL,2,2,1,1453,2005,2,760000,735000,01/15/2022,775000,02/14/2022
220000592,Sold,Detached,5282,Topsail,92154,1331A6,CHULA VISTA,4,3,0,2220,2005,3,840000,840000,01/11/2022,885000,02/08/2022
NDP2200625,Sold,Detached,18307,Mahogany Ranch,92065,,,4,3,,3112,2003,5,1080000,1080000,01/20/2022,1090000,02/25/2022
NDP2200512,Sold,"All Other Attached, Condominium",460,Camino Del Mar,92014,,,2,1,,829,1963,0,910000,910000,01/18/2022,887250,03/03/2022
NDP2200408,Sold,Detached,336,Sierra,92075,,,2,1,,1269,1957,0,2495000,2495000,01/14/2022,2550000,02/18/2022
PTP2200382,Active,Detached,16056,Eucalyptus Heights,92064,,,5,4,2,3998,2003,57,2599000,2600000,01/17/2022,,
PTP2200298,Sold,Detached,2916,Linda Dr,92056,,,3,2,,1251,1965,5,615000,615000,01/13/2022,640000,02/17/2022
PTP2200347,Sold,Detached,1617,Hanson,92021,,,3,2,1,1728,2000,7,730000,699000,01/14/2022,740000,03/04/2022
220000896,Sold,Detached,8825,Weston,92071,,SANTEE,4,3,1,3150,2018,7,1265000,1265000,01/14/2022,1305000,02/24/2022
220000743,Sold,All Other Attached,4349,Harbor,92056,1087A4,OCEANSIDE,2,2,1,1578,2019,9,679000,679000,01/13/2022,695000,02/15/2022
220000912,Sold,Detached,3526,Marathon,92123,1.25E+07,MISSION VILLAGE,3,3,0,2388,1960,4,895000,895000,01/14/2022,1000000,02/18/2022
PTP2200322,Sold,Detached,842,Billow,92114,,,3,1,1,840,1954,2,649767,649767,01/14/2022,620000,02/11/2022
220000992,Sold,Detached,7168,Barker,92119,,SAN CARLOS,4,2,0,2110,1980,3,985000,985000,01/17/2022,995000,02/14/2022
NDP2200386,Sold,Detached,1310,Breeze,92058,,,3,2,,1690,1953,10,990900,990900,01/13/2022,990900,02/04/2022
220000757,Sold,Townhome,17445,Port Marnock,92064,1.17E+05,POWAY,2,2,0,1357,1974,4,630000,630000,01/13/2022,710000,02/07/2022
NDP2200336,Sold,Detached,1138,Cima,92078,,,3,2,1,2373,1979,7,1149000,1149000,01/12/2022,1263900,02/10/2022
220000567,Sold,Detached,2509,34th,92104,1269F7,NORTH PARK,4,3,1,1622,1945,8,1300000,1300000,01/11/2022,1425000,02/09/2022
IV22011067,Sold,Detached,3550,Yerba,91902,,,4,3,,2210,1964,6,1249900,1249900,01/19/2022,1355000,02/22/2022
220000638,Sold,Detached,1950,Palsero,92029,,SOUTHWEST ESCONDIDO,4,3,0,1978,1984,1,989000,989000,01/12/2022,1100000,03/04/2022
NDP2200585,Sold,Detached,1734,Avenida La Posta,92024,,,3,2,,1605,1986,5,1200000,1200000,01/20/2022,1310000,02/22/2022
220000663,Sold,Detached,816,9th,92118,1288H7,CORONADO VILLAGE,2,2,0,874,1928,25,1799000,1799000,01/12/2022,1650000,02/23/2022
220000974,Pending,All Other Attached,5252,Orange,92115,1270A4,SAN DIEGO,2,1,0,680,1996,14,353900,353900,01/16/2022,,
PTP2200481,Sold,Detached,1009,Khish,91901,,,3,2,,2553,1979,16,950000,950000,01/21/2022,950000,02/24/2022
NDP2200513,Sold,"All Other Attached, Condominium",1753,Pleasantdale,92024,,,2,2,0,936,1974,8,687500,687500,01/18/2022,745000,02/24/2022
220001278,Sold,Detached,2305,Peppermint,91945,,LEMON GROVE,3,3,0,1424,1986,8,674900,674900,01/20/2022,708500,02/25/2022
PTP2200458,Sold,"All Other Attached, Townhome",6247,Caminito Andreta,92111,,,3,2,,1221,1973,5,755000,659000,01/20/2022,754500,02/14/2022
PTP2200421,Sold,Detached,3016,Division,91950,,,4,3,,1359,1960,13,699000,699000,01/19/2022,715000,03/09/2022
PTP2200292,Sold,Detached,1831,Lisa Terrace,92021,,,3,2,0,1502,1959,6,699000,699000,01/13/2022,775000,02/15/2022
PTP2200321,Pending,Detached,2333,16th St.,91950,,,2,1,,906,1960,5,499999,499999,01/14/2022,,
NDP2201024,Active,Detached,15025,Wildcat Canyon,92065,,,4,3,1,2431,1980,41,759000,759000,02/03/2022,,
220001530,Pending,Detached,15775,Thomas Paine,92065,,RAMONA,4,2,0,2562,2000,20,1349000,1399000,01/30/2022,,
220000784,Sold,All Other Attached,12785,Via Moura,92128,,RANCHO BERNARDO,2,2,0,1328,1986,3,684999,684999,01/13/2022,715000,02/01/2022
NDP2200284,Pending,Detached,14335,Pauma Vista,92082,,,3,3,,3702,1979,56,888000,888000,01/11/2022,,
OC22011890,Sold,Detached,10029,Waldgrove,92131,,,4,3,1,2704,1985,5,1500000,1500000,01/20/2022,1717000,02/18/2022
220000689,Sold,Detached,12580,Camino Vuelo,92128,,RANCHO BERNARDO,2,2,0,1560,1977,5,890000,890000,01/12/2022,980000,02/07/2022
220000984,Sold,Manufactured Home,276,El Camino Real,92058,,OCEANSIDE,2,2,0,1536,1979,19,389000,389000,01/17/2022,389000,03/15/2022
NDP2200614,Sold,"All Other Attached, Condominium",2618,Juan Street,92110,,,2,1,0,984,1981,5,599000,599000,01/20/2022,635000,02/10/2022
220001001,Pending,Mobile Home,4938,Old Cliffs,92120,,AG,2,2,0,1120,1976,37,205000,205000,01/17/2022,,
NDP2200778,Sold,Detached,2209,7th Street,92024,,,3,2,0,1652,1971,0,1800000,1800000,01/26/2022,1764000,02/22/2022
PTP2200348,Sold,"All Other Attached, Condominium",1905,Avenida Del Mexico,92154,,,1,1,,655,1987,0,325000,325000,01/15/2022,305000,01/24/2022
220000821,Sold,All Other Attached,3050,Rue Dorleans,92110,,POINT LOMA,1,1,0,547,1969,7,430000,389000,01/13/2022,430000,02/11/2022
OC22011494,Sold,Detached,4745,Dalea,92057,,,3,2,,1032,1984,5,649000,649000,01/25/2022,655000,03/01/2022
220000846,Sold,Townhome,1663,Sweet Gum,91915,1312A7,GREYSTO407,3,3,0,1412,2005,6,589000,589000,01/14/2022,610000,02/18/2022
220001196,Sold,Detached,2828,Demler,92029,1129C5,HARMONY GROVE,5,4,1,3027,2020,8,1450000,1395000,01/19/2022,1450000,03/08/2022
220001208,Sold,Townhome,10291,Caminito Toronjo,92131,1209G6,SCRIPPS RANCH,4,2,1,1696,1973,0,699000,699000,01/20/2022,770000,02/15/2022
220001177,Sold,Detached,8431,Carlton Oaks,92071,,SANTEE,3,2,0,1305,1972,4,640000,640000,01/19/2022,655000,01/31/2022
220001032,Sold,All Other Attached,655,Washington,92020,1251G6,EL CAJON,3,2,1,1100,1987,6,465000,465000,01/18/2022,505500,02/15/2022
NDP2200541,Sold,Detached,1110,Melrose,91911,,,3,2,,1461,1969,9,799000,799000,01/19/2022,827000,02/17/2022
NDP2200673,Sold,Detached,1446,Golfcrest,92081,,,3,2,1,1741,1990,3,879000,879000,02/04/2022,975000,03/14/2022
220000760,Sold,Detached,949,Paseo La Cresta,91910,1330J1,CHULA VISTA,3,3,1,2367,1996,0,725000,725000,01/13/2022,684000,01/13/2022
ND22008045,Sold,"All Other Attached, Condominium",4600,Lamont,92109,,,2,1,,900,1975,5,565000,565000,01/14/2022,580000,02/03/2022
220001033,Sold,Detached,1288,Bates,92021,1251G1,UNKNOWN999,4,2,0,1700,1982,1,763000,763000,01/18/2022,830000,02/17/2022
NDP2200859,Sold,Detached,527,Glenheather Dr.,92069,,,5,2,,1464,1974,0,550000,550000,01/28/2022,565000,03/09/2022
NDP2200476,Sold,"All Other Attached, Condominium",1063,Shadowridge,92081,,,2,2,,943,1987,6,485000,485000,01/17/2022,530000,02/07/2022
NDP2200486,Sold,Manufactured Home,211,Citrus,92027,,,2,2,,1080,1973,3,89900,89900,01/17/2022,98000,02/17/2022
220001157,Sold,Detached,1201,Nolan,91911,1330G2,CHULA VISTA,5,3,0,2365,1960,10,734900,734900,01/19/2022,825000,03/14/2022
220000994,Active,Detached,8910,Alpine,91941,,LA MESA,5,2,0,1750,1970,58,950000,975000,01/17/2022,,
NDP2200468,Sold,"All Other Attached, Condominium",5048,Via Manos,92057,,,1,1,,762,1993,7,334900,334900,01/16/2022,401000,02/11/2022
220000598,Sold,Detached,3465,Altadena,92105,,CITY HEIGHTS,6,3,0,3064,2005,5,965000,950000,01/11/2022,965000,02/22/2022
SDC0000280,Sold,Detached,14775,Wineridge,92127,1169F6,SAN DIEGO,4,3,0,3030,2016,3,2200000,2200000,01/17/2022,2430000,03/15/2022
PTP2200464,Pending,Detached,4866,Trojan,92115,,,2,2,,705,1932,8,519900,519900,01/20/2022,,
PTP2200283,Sold,Detached,239,Elder,91932,,,2,2,0,1063,1933,2,960000,960000,01/13/2022,1025000,02/11/2022
PTP2200302,Sold,"All Other Attached, Detached",3732,Clove,92057,,,2,1,,990,1975,7,395000,395000,01/19/2022,425000,02/25/2022
220000622,Sold,All Other Attached,5460,La Jolla,92037,1247F4,LA JOLLA,3,2,0,1827,2005,1,1790000,1790000,01/12/2022,1800000,03/01/2022
NDP2200329,Sold,Detached,1727,Pacific,92054,,,3,2,1,1872,1959,20,3999000,3999000,01/12/2022,4000000,03/09/2022
220000830,Sold,All Other Attached,3857,Pell,92130,,CARMEL VALLEY,2,1,0,900,2005,3,600000,600000,01/14/2022,670000,01/31/2022
220001414,Sold,Detached,2590,Harcourt,92123,1249F6,MISSION VILLAGE,3,2,0,1200,1960,12,873200,873200,01/21/2022,935000,03/01/2022
220000676,Sold,Detached,4993,Pacifica,92109,1248C4,PACIFIC BEACH,3,2,0,1930,1961,8,1790000,1790000,01/12/2022,1937500,02/10/2022
NDP2200533,Pending,Detached,339,Haley,92065,,,3,2,0,1979,1991,5,723800,723800,01/18/2022,,
PTP2200320,Sold,Manufactured Home,8301,Mission Gorge Rd,92071,,,2,2,,1080,1968,2,229000,229000,01/12/2022,229000,02/02/2022
PTP2200513,Pending,Detached,5847,Amarillo Ave.,91942,,,3,2,,1150,1952,19,750000,750000,02/12/2022,,
220000906,Sold,All Other Attached,1055,Donahue,92110,,MISSION VALLEY,2,2,0,1259,1989,6,625000,625000,01/14/2022,625000,02/18/2022
NDP2200679,Pending,Detached,1067,La Sombra,92078,,,3,2,,1519,1976,25,1049900,1099900,01/21/2022,,
NDP2200606,Sold,"All Other Attached, Condominium",9562,Carroll Canyon,92126,,,1,1,0,604,1977,2,419500,419500,01/20/2022,415000,02/14/2022
220000629,Sold,Townhome,1722,Cripple Creek,91915,1331G1,CHULA VISTA,2,2,0,1579,2010,6,585000,585000,01/12/2022,565000,02/01/2022
220000824,Sold,Detached,4530,Nebo,91941,,LA MESA,3,3,0,1586,1908,3,1100000,1000000,01/14/2022,1100000,02/14/2022
220003321,Pending,Detached,1234,Aristotle Gln,92026,1109J7,NORTH ESCONDIDO,3,2,0,1436,1985,15,629888,629888,02/15/2022,,
NDP2201174,Sold,Detached,8510,Lepus,92126,,,3,2,,1520,1972,5,869000,869000,02/08/2022,926510,02/23/2022
SDC0000314,Sold,Detached,5109,Arlene,92117,,CLAIREMONT,3,1,0,1200,1961,38,995000,995000,02/25/2022,995555,02/15/2022
NDP2202092,Sold,Detached,1301,Hodges,92056,,,3,2,,1377,1988,0,775000,775000,03/08/2022,775000,03/07/2022
NDP2200721,Pending,Manufactured Home,28890,Lilac Rd Space 8,92082,,,2,2,0,1440,1969,16,75000,75000,01/24/2022,,
220001928,Sold,Mobile Home,275,Orange,91911,,CHULA VISTA,4,2,0,1600,2004,13,80000,80000,01/28/2022,106000,02/25/2022
220001779,Active,Mobile Home,311,Oceanside,92054,,OCEANSIDE,2,1,0,448,1952,36,130000,130000,01/27/2022,,
PTP2200652,Sold,Manufactured Home,2950,Iris Ave,92154,,,2,2,,1200,1968,9,125000,125000,01/28/2022,130000,03/02/2022
PTP2200640,Pending,Manufactured Home,8301,Mission Gorge,92071,,,2,2,,1440,1970,14,139000,139000,01/27/2022,,
220001605,Pending,Mobile Home,1174,Main,92021,,EL CAJON,2,2,0,960,1985,49,139000,149000,01/25/2022,,
PTP2200512,Sold,Manufactured Home,2003,Bayview Heights Dr,92105,,,2,1,,800,1970,12,145000,145000,01/20/2022,140000,03/01/2022
220001755,Sold,Manufactured Home,8301,Mission Gorge,92071,,SANTEE,2,2,0,1344,1968,22,155000,155000,01/26/2022,145000,03/03/2022
NDP2200890,Pending,Manufactured Home,3909,Reche Road,92028,,,2,2,,840,2008,26,150000,150000,01/27/2022,,
220002295,Active,Mobile Home,11949,Riverside,92040,,LAKESIDELK,2,2,0,1440,1971,42,169900,185000,02/02/2022,,
PTP2200562,Sold,Manufactured Home,1120,Pepper,92021,,,2,2,,1440,1972,1,179500,179500,01/25/2022,179500,02/28/2022
NDP2200769,Sold,Manufactured Home,650,Rancho Santa Fe Rd,92078,,,2,2,,1344,1977,0,195000,195000,01/24/2022,180000,02/08/2022
NDP2200780,Pending,"Manufactured Home, Detached",1010,Bobier,92084,,,2,2,,1200,1974,22,185000,185000,01/26/2022,,
220001608,Sold,Manufactured Home,8301,Mission Gorge,92071,,SANTEE,2,2,0,1440,1989,15,188500,188500,01/25/2022,188500,03/07/2022
PTP2200703,Pending,Manufactured Home,3129,Calle Abajo,92139,,,3,2,,1190,2004,28,210000,210000,01/30/2022,,
PTP2200613,Pending,"Manufactured Home, Detached",9902,Jamacha,91977,,,3,2,,1198,1999,13,215000,169000,02/01/2022,,
220001510,Pending,Manufactured Home,8545,Mission Gorge,92071,,SANTEE,2,2,0,800,2022,31,230000,230000,01/24/2022,,
PTP2200615,Sold,"Manufactured Home, Detached",8701,Mesa,92071,,,3,2,,1324,2001,5,245000,245000,02/05/2022,250000,03/04/2022
NDP2200633,Sold,Manufactured Home,200,El Camino Real,92058,,,2,2,0,1440,1972,4,269900,269900,01/19/2022,264000,03/01/2022
NDP2200695,Sold,Manufactured Home,189,Bright Creek Ln,92056,,,2,2,,1464,1974,1,264900,264900,01/22/2022,264900,02/11/2022
NDP2200740,Sold,Manufactured Home,900,Howard,92029,,,3,2,,1344,2006,18,274999,304999,08/27/2021,270000,03/03/2022
PTP2200515,Pending,Manufactured Home,1315,Pepper Dr,92021,,,3,2,,1458,2006,29,275000,275000,01/21/2022,,
NDP2200699,Sold,"All Other Attached, Commercial/Residential",207,5th,92101,,,0,1,0,431,2008,19,279000,279000,01/23/2022,278000,03/03/2022
NDP2200751,Pending,Manufactured Home,276,El Camino Real,92058,,,2,1,,1536,1978,47,279000,299000,01/20/2022,,
PTP2200656,Sold,"Manufactured Home, Detached",15420,Olde Highway 80,92021,,,2,2,,1488,1975,9,280000,289900,01/28/2022,280000,03/11/2022
NDP2200881,Active,Manufactured Home,18218,Paradise Mountain Rd Spc 201,92082,,,2,2,0,1536,1983,46,289000,259000,01/28/2022,,
NDP2200708,Active,Manufactured Home,18218,Paradise Mountain Rd Spc 155,92082,,,2,2,0,2640,1980,51,295000,325000,01/23/2022,,
NDP2200713,Pending,Detached,2966,Roadrunner,92004,,,2,2,,1356,1991,38,298000,315000,01/24/2022,,
220001778,Pending,All Other Attached,1386,Madison,92021,,EL CAJON,1,1,0,564,1990,5,299900,279900,01/27/2022,,
220001759,Sold,All Other Attached,1647,Pentecost,92105,1290B2,SAN DIEGO,1,1,0,668,1980,6,275000,275000,01/26/2022,300000,02/23/2022
220001805,Sold,All Other Attached,1080,Park,92101,1289B3,DOWNTOW605,0,1,0,466,2007,6,299000,299000,01/27/2022,305000,02/09/2022
220001572,Sold,All Other Attached,800,Mollison,92021,1251G4,EL CAJON,1,1,0,460,1995,8,270000,270000,01/24/2022,305000,02/18/2022
220002057,Sold,All Other Attached,1625,Hotel,92108,1268H4,MISSION VALLEY,0,1,0,422,1972,5,313900,279900,01/30/2022,310000,02/25/2022
220002019,Sold,All Other Attached,7932,Mission Center,92108,,MISSION VALLEY,0,1,0,506,1973,3,299900,299900,01/29/2022,310000,02/23/2022
NDP2200765,Sold,"All Other Attached, Condominium",1616,Circa Del Lago,92078,,,2,2,0,962,1986,30,319600,319600,01/26/2022,319000,03/14/2022
220002148,Pending,Detached,22230,Crestline,92060,,PALOMAR MTN,2,1,1,640,1955,9,325000,325000,02/09/2022,,
NDP2200677,Sold,"All Other Attached, Condominium",432,Edgehill,92054,,,1,1,,578,1979,12,339000,339000,01/21/2022,325000,03/14/2022
NDP2200678,Pending,Manufactured Home,1930,San Marcos Blvd,92078,,,2,2,,1368,1973,33,329900,399000,01/20/2022,,
220001844,Sold,All Other Attached,6930,Hyde Park,92119,,SAN CARLOS,1,1,0,688,1974,2,310000,310000,01/27/2022,335000,02/18/2022
220001760,Sold,All Other Attached,1040,Washington,92025,1130A1,EAST ESCONDIDO,1,1,0,865,1981,2,299000,299000,01/27/2022,335000,02/23/2022
NDP2200917,Sold,"All Other Attached, Condominium",265,Loma Alta,92054,,,2,1,,836,1980,5,315000,315000,01/31/2022,337700,02/15/2022
NDP2200960,Pending,"Manufactured Home, Detached",4650,Dulin Rd. Spc 52,92028,,,2,2,,1368,1975,12,340000,340000,02/01/2022,,
NDP2200873,Sold,"All Other Attached, Condominium",6333,College Grove,92115,,,1,1,,625,1973,5,330000,330000,01/28/2022,340000,02/28/2022
220001945,Sold,All Other Attached,1450,Iris,91932,1349J2,IMPERIAL BEACH,1,1,0,610,1969,4,339000,339000,01/28/2022,346000,03/09/2022
PW22014315,Active,Manufactured Home,7328,San Bartolo,92100,,,3,2,,1445,2016,51,349000,349000,01/24/2022,,
