MLS,Status,Rental Residential Styles,Address Number,Address Street,Zip,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Levels,Year Built,Listing Type,Price Reflects,DOMLS,List Price,Original Price,List Date Received,Rented Price,Close of Escrow Date
NDP2200993,Active,All Other Attached,6444,Mount Adelbert,92111,2,,,1100,1 Story,1961,Exclusive Right To Lease,,42,3500,3500,02/02/2022,,
220004584,Active,Apartment,2250,Garnet,92109,2,1,0,929,1 Story,1945,Exclusive Right (R),Monthly,15,3500,3800,03/01/2022,,
220001166,Active,Detached,8545,Gardena,92040,3,2,0,1253,2 Story,1945,Exclusive Right (R),Monthly,56,3500,3500,01/19/2022,,
PTP2200156,Active,All Other Attached,474,G Avenue,92118,1,1,0,550,1 Story,1943,Exclusive Right To Lease,,68,3500,3500,01/07/2022,,
PTP2201684,Active,All Other Attached,1091,Winding Oak,91910,3,2,1,1724,2 Story,1985,Exclusive Right To Lease,,1,3500,3500,03/15/2022,,
220005568,Active,All Other Attached,3877,Pell,92130,2,2,0,1052,1 Story,2005,Exclusive Right (R),Monthly,6,3500,3500,03/10/2022,,
NDP2201757,Active,All Other Attached,10180,Wateridge,92121,2,2,1,1148,3 Story,1998,Exclusive Right To Lease,,18,3500,3500,02/26/2022,,
220004982,Active,Detached,760,Sugar Pine,92058,3,2,0,1625,1 Story,1982,Exclusive Right (R),Monthly,12,3500,3500,03/04/2022,,
NDP2202123,Active,Detached,1373,Dolomite,92078,3,2,1,1459,2 Story,2014,Exclusive Right To Lease,,7,3500,3500,03/09/2022,,
NDP2200238,Active,All Other Attached,400,The Strand,92054,1,1,,860,1 Story,1990,Exclusive Right To Lease,,66,3500,3800,01/09/2022,,
NDP2200215,Pending,All Other Attached,1221,Via Lucero,92056,3,2,2,1569,3 Story,2021,Exclusive Right To Lease,,13,3500,3500,01/08/2022,,
210034030,Rented,Detached,1212,Oneonta,91932,3,2,0,1008,1 Story,1959,Exclusive Right (R),Monthly,15,3500,3700,12/31/2021,3500,01/15/2022
210033606,Rented,All Other Attached,350,Ash,92101,2,2,0,1162,1 Story,2005,Exclusive Right (R),Monthly,4,3500,3500,12/18/2021,3500,12/22/2021
220000058,Rented,Townhome,1662,Harrier,92011,3,2,1,1728,2 Story,1997,Exclusive Right (R),Monthly,1,3500,3500,01/04/2022,3500,01/28/2022
ML81872250,Rented,,730,Holly,91932,3,2,,1369,,1959,Exclusive Right To Lease,,28,3750,3750,12/09/2021,3500,01/18/2022
210032765,Rented,All Other Attached,3745,Carmel View,92130,2,2,0,1163,2 Story,2000,Exclusive Agency (A),Monthly,0,3500,3500,12/06/2021,3500,12/18/2021
210032861,Rented,Detached,2917,Canyon,92123,3,2,1,1512,2 Story,2000,Exclusive Agency (A),Monthly,27,3500,3500,12/07/2021,3500,01/03/2022
220003281,Rented,Detached,12615,Arabian,92064,3,2,0,1584,1 Story,1960,Exclusive Agency (A),Monthly,4,3500,3500,02/14/2022,3500,02/18/2022
220002918,Rented,Detached,964,Mira Lago,92078,3,2,1,1725,2 Story,2006,Exclusive Right (R),Monthly,14,3500,3500,02/10/2022,3500,03/01/2022
220002693,Rented,All Other Attached,550,Front,92101,2,2,0,1012,1 Story,2005,Exclusive Right (R),Monthly,8,3500,3500,02/07/2022,3500,02/15/2022
220000985,Rented,Detached,730,Lupine,92078,3,2,1,1541,2 Story,1996,Exclusive Agency (A),Monthly,4,3500,3500,01/17/2022,3500,01/21/2022
220001576,Rented,Townhome,2174,Desert Hare,91915,3,2,1,1585,2 Story,2006,Exclusive Right (R),Monthly,3,3500,3500,01/29/2022,3500,02/08/2022
220000678,Rented,All Other Attached,73,Sea Crest,91910,4,3,1,1785,3 Story,2018,Exclusive Agency (A),Monthly,33,3500,3500,01/12/2022,3500,02/14/2022
220000690,Rented,Townhome,3750,Mykonos,92130,2,2,1,1202,3 Story,2002,Exclusive Right (R),Monthly,28,3500,3500,01/12/2022,3500,02/12/2022
220005272,Rented,Townhome,2329,Sentinel,92078,3,2,1,1419,3 Story,2014,Exclusive Right (R),Monthly,6,3500,3500,03/08/2022,3500,03/15/2022
220000140,Rented,All Other Attached,530,K,92101,1,1,0,840,1 Story,2005,Exclusive Agency (A),Monthly,50,3250,2950,01/05/2022,3500,02/24/2022
220005017,Active,Apartment,635,Robinson,92103,1,1,0,730,Other/Remarks,2021,Exclusive Right (R),Monthly,12,3505,3505,03/04/2022,,
220001071,Rented,Detached,2536,Wightman,92104,2,1,0,876,1 Story,1925,Exclusive Agency (A),Monthly,24,3550,3550,01/18/2022,3550,02/14/2022
220000512,Rented,All Other Attached,500,Harbor,92101,2,2,0,1046,1 Story,1994,Exclusive Right (R),Monthly,16,3575,3575,01/10/2022,3575,01/26/2022
220001403,Rented,Detached,13507,Del Marino,92064,4,2,0,1694,1 Story,1970,Exclusive Agency (A),Monthly,18,3595,3995,01/21/2022,3595,02/10/2022
220005497,Active,Detached,1651,Ash,92026,4,2,0,1887,Split Level,1982,Exclusive Right (R),Monthly,6,3600,3600,03/10/2022,,
NDP2201536,Active,All Other Attached,1560,Circa Del Lago,92078,2,2,,1030,1 Story,1986,Exclusive Right To Lease,,23,3600,3600,02/21/2022,,
220004192,Active,Detached,438,Skyridge,92026,4,2,1,1766,2 Story,1980,Exclusive Right (R),Monthly,20,3600,3600,02/24/2022,,
220005329,Active,Townhome,1423,Shearwater,91913,3,3,0,1431,2 Story,2016,Exclusive Agency (A),Monthly,7,3600,3600,03/09/2022,,
PTP2108267,Active,All Other Attached,100,Harbor Dr,92101,1,1,,1036,1 Story,1992,Exclusive Right To Lease,,102,3600,3600,12/04/2021,,
220004993,Active,Apartment,635,Robinson,92103,1,1,0,792,Other/Remarks,2021,Exclusive Right (R),Monthly,12,3600,3600,03/04/2022,,
220000159,Pending,All Other Attached,1639,Caminito Barlovento,92037,2,2,0,1670,1 Story,1980,Exclusive Agency (A),Monthly,4,3600,3600,01/05/2022,,
220000367,Rented,Detached,11962,Brewster,92128,4,2,1,1813,2 Story,1992,Exclusive Right (R),Monthly,3,3600,3600,01/07/2022,3600,01/12/2022
210032566,Rented,Detached,13579,Essence,92128,4,2,1,1831,2 Story,1994,Exclusive Right (R),Monthly,15,3600,3600,12/02/2021,3600,12/18/2021
210032958,Rented,Detached,5263,Palmyra,92117,3,2,0,1114,1 Story,1963,Exclusive Right (R),Monthly,19,3700,3600,12/08/2021,3600,12/29/2021
220001152,Rented,Detached,6183,Rockhurst,92020,3,3,0,2000,1 Story,1959,Exclusive Agency (A),Monthly,11,3600,3600,01/19/2022,3600,01/30/2022
220003753,Rented,Detached,1567,Glacier,92056,3,2,0,1597,1 Story,1988,Exclusive Right (R),Monthly,4,3600,3600,02/18/2022,3600,03/02/2022
220003187,Rented,All Other Attached,1562,Camino Del Mar,92014,1,2,0,876,1 Story,1978,Exclusive Right (R),Monthly,0,3600,3600,02/12/2022,3600,02/12/2022
220003188,Rented,All Other Attached,1562,Camino Del Mar,92014,1,2,0,876,1 Story,1978,Exclusive Right (R),Monthly,10,7200,7200,02/12/2022,3600,02/22/2022
220004438,Rented,Townhome,4331,Harbor,92056,4,2,1,1685,2 Story,2018,Exclusive Right (R),Monthly,6,3600,3600,02/26/2022,3600,03/04/2022
220001982,Rented,All Other Attached,1562,Camino Del Mar,92014,1,2,0,876,1 Story,1978,Exclusive Right (R),Monthly,38,3600,3600,01/28/2022,3600,03/07/2022
220002820,Rented,All Other Attached,575,6th,92101,2,2,0,1032,1 Story,2007,Exclusive Right (R),Monthly,17,3600,3600,02/16/2022,3600,03/07/2022
220002056,Rented,Twinhome,11861,Ramsdell,92131,3,2,1,1674,2 Story,1996,Exclusive Right (R),Monthly,10,3600,3600,01/30/2022,3600,02/09/2022
220004705,Pending,Detached,4560,Marlborough,92116,2,1,0,1100,1 Story,1925,Exclusive Right (R),Monthly,0,3650,3650,03/02/2022,,
210033891,Rented,All Other Attached,350,11th,92101,2,1,1,1126,2 Story,2007,Exclusive Right (R),Monthly,18,3650,3650,12/28/2021,3650,01/15/2022
210033514,Rented,Townhome,6471,Terraza Portico,92009,3,2,1,1406,2 Story,2002,Exclusive Right (R),Monthly,0,3650,3500,12/17/2021,3650,12/26/2021
210032719,Rented,Townhome,2236,Antonio,91915,4,3,0,2024,2 Story,2012,Exclusive Right (R),Monthly,68,3650,3800,12/04/2021,3650,02/11/2022
220000553,Rented,Detached,3473,Angwin,92123,3,2,0,1150,1 Story,1960,Exclusive Right (R),Monthly,6,3495,3495,01/11/2022,3650,01/25/2022
220001387,Rented,Detached,13340,Montego,92064,3,2,0,1160,1 Story,1978,Exclusive Right (R),Monthly,22,3650,3650,01/21/2022,3650,02/12/2022
210033727,Rented,All Other Attached,2934,Lawrence,92106,2,2,1,1380,2 Story,1976,Exclusive Agency (A),Monthly,30,3995,4200,12/22/2021,3650,01/24/2022
PTP2201251,Active,All Other Attached,215,Bonair St,92037,1,1,0,528,1 Story,1980,,,20,3700,3700,02/24/2022,,
PTP2200120,Active,Detached,336,F Ave,92118,2,2,0,658,1 Story,1960,Exclusive Right To Lease,,69,3700,3500,01/06/2022,,
210033877,Rented,All Other Attached,1431,Pacific,92101,2,2,0,1187,1 Story,2009,Exclusive Right (R),Monthly,32,3800,3800,12/28/2021,3700,02/08/2022
210033989,Rented,All Other Attached,525,Marine,92037,2,2,0,954,1 Story,2000,Exclusive Right (R),Monthly,22,3700,3700,12/30/2021,3700,02/20/2022
210032739,Rented,Townhome,3244,Caminito Eastbluff,92037,3,2,1,1458,3 Story,1978,Exclusive Right (R),Monthly,68,3700,39000,12/05/2021,3700,02/11/2022
ML81873199,Rented,,1950,Upas,92104,2,2,,1428,,1984,Exclusive Right To Lease,,0,3700,3700,12/30/2021,3700,01/28/2022
210033239,Rented,Detached,1832,Sheep Ranch,91913,4,3,1,2188,2 Story,2003,Exclusive Agency (A),Monthly,15,3675,3675,12/13/2021,3700,12/28/2021
NDP2201630,Active,Detached,21450,Harmony Village,92029,4,3,,2018,2 Story,2018,Exclusive Right To Lease,,21,3750,3750,02/23/2022,,
NDP2202064,Active,Detached,4380,Nautilus,92056,3,3,1,1724,Split Level,2020,Exclusive Right To Lease,,9,3750,3750,03/07/2022,,
210033154,Active,Apartment,17617,Pomerado,92128,2,2,0,1118,1 Story,1978,Exclusive Agency (A),Monthly,76,3750,3500,12/10/2021,,
220001965,Rented,Detached,5347,Cloud,92117,3,2,0,1316,1 Story,1965,Exclusive Right (R),Monthly,4,3750,3750,01/28/2022,3750,02/02/2022
210033520,Rented,Townhome,8044,Caminito Gianna,92037,3,2,1,1467,2 Story,1979,Exclusive Right (R),Monthly,16,3750,3750,12/17/2021,3750,01/02/2022
210033739,Rented,Detached,6484,Thornwood,92111,3,2,0,1404,1 Story,1963,Exclusive Right (R),Monthly,11,3750,3750,12/22/2021,3750,01/02/2022
210033948,Rented,All Other Attached,7635,Eads,92037,2,2,0,1180,1 Story,1985,Exclusive Right (R),Monthly,3,3750,3750,12/29/2021,3750,01/01/2022
220005509,Active,Detached,2257,Brookwood,92026,4,2,1,2189,2 Story,1990,Exclusive Right (R),Monthly,6,3800,3800,03/10/2022,,
220005132,Active,Twinhome,8830,Capcano,92126,4,2,1,1614,2 Story,1977,Exclusive Right (R),Monthly,10,3800,3800,03/06/2022,,
220005110,Active,Detached,9029,Stargaze,92129,4,2,1,1764,2 Story,1985,Exclusive Right (R),Monthly,11,3800,3800,03/05/2022,,
220004465,Active,Detached,246,Elm,91932,2,2,0,1000,1 Story,1955,Exclusive Right (R),Monthly,17,3800,3800,02/27/2022,,
220000731,Rented,Rowhome,1137,Woodlake,92007,2,2,0,922,1 Story,1976,Exclusive Right (R),Monthly,6,3800,3800,01/13/2022,3800,01/19/2022
220002519,Rented,All Other Attached,550,Front,92101,2,2,0,1010,1 Story,2005,Exclusive Right (R),Monthly,3,3800,3800,02/04/2022,3800,02/07/2022
210034156,Rented,Detached,723,Bonita,92083,5,4,0,1802,2 Story,1985,Exclusive Right (R),Monthly,8,3800,3800,01/03/2022,3800,01/11/2022
210033133,Rented,Townhome,16963,New Rochelle,92127,3,2,1,1642,2 Story,2006,Exclusive Right (R),Monthly,7,3800,3800,12/10/2021,3800,12/17/2021
210032641,Rented,Detached,1658,Edgemont,92102,3,2,0,1400,2 Story,1960,Exclusive Right (R),Monthly,19,3800,3800,12/03/2021,3800,12/22/2021
210033638,Rented,Detached,417,Camino Hermoso,92078,4,2,1,2172,2 Story,2003,Exclusive Right (R),Monthly,26,3800,3800,12/20/2021,3800,01/15/2022
ML81872729,Rented,,2851,Weeping Willow,91915,3,2,1,1410,,2004,Exclusive Right To Lease,,34,3800,3800,12/17/2021,3800,02/10/2022
220000973,Rented,Apartment,514,The Strand Apt D,92054,2,1,0,1100,1 Story,1980,Exclusive Right (R),Monthly,16,3800,3800,01/16/2022,3800,02/01/2022
220001281,Rented,All Other Attached,1240,India,92101,2,2,1,1139,2 Story,2003,Exclusive Right (R),Monthly,18,3800,3800,01/20/2022,3800,02/07/2022
220002631,Rented,Detached,13316,Arikara,92064,4,2,0,1792,1 Story,1971,Exclusive Right (R),Monthly,4,3800,3800,02/06/2022,3800,02/11/2022
220001896,Rented,All Other Attached,325,7th,92101,1,2,0,1118,1 Story,2007,Exclusive Right (R),Monthly,19,3595,3595,01/28/2022,3800,02/23/2022
220001966,Rented,Detached,6396,Estrella,92120,3,3,0,1650,2 Story,1990,Exclusive Right (R),Monthly,5,3800,3500,01/28/2022,3800,02/03/2022
210032771,Active,All Other Attached,719,Ensenada,92109,2,1,0,750,2 Story,1975,Exclusive Agency (A),Monthly,100,3850,3850,12/06/2021,,
220004423,Active,Detached,16539,Manassa,92127,3,2,1,1644,2 Story,2003,Open Listing (O),Monthly,18,3850,3850,02/26/2022,,
220004767,Active,Townhome,704,Harbor,91910,4,3,1,1938,3 Story,2017,Exclusive Right (R),Monthly,14,3850,4150,03/02/2022,,
220005694,Pending,Detached,13705,Lindamere,92128,3,2,0,1671,1 Story,1994,Exclusive Agency (A),Monthly,3,3850,3850,03/12/2022,,
210033888,Rented,Townhome,2622,Prato,92108,3,2,1,1437,2 Story,2004,Exclusive Right (R),Monthly,34,3850,3850,12/28/2021,3850,01/31/2022
220001798,Rented,All Other Attached,645,Front,92101,2,2,1,1297,1 Story,2003,Exclusive Right (R),Monthly,20,3795,3795,01/27/2022,3850,02/25/2022
220005011,Active,Apartment,635,Robinson,92103,1,1,0,832,Other/Remarks,2021,Exclusive Right (R),Monthly,12,3874,3874,03/04/2022,,
220002958,Rented,Detached,11217,Adriatic,92126,4,2,0,1720,1 Story,1972,Exclusive Right (R),Monthly,14,3895,3895,02/10/2022,3895,02/25/2022
220004580,Active,Townhome,5160,Calle Sand Arch,92154,4,3,0,1769,3 Story,2017,Exclusive Right (R),Monthly,15,3900,3900,03/01/2022,,
NDP2202003,Active,Detached,130,Venetia,92057,4,2,1,1921,2 Story,1999,Exclusive Right To Lease,,12,3900,3900,03/04/2022,,
PTP2201300,Active,Detached,3705,Twin Oaks Crest,92069,3,2,0,2050,1 Story,1976,,,17,3900,3900,02/26/2022,,
ML81880885,Active,,812,Ada,91911,3,3,,1850,,1919,Exclusive Right To Lease,,12,3900,3900,03/04/2022,,
220001364,Rented,Apartment,645,Front,92101,4,0,1,1300,Other/Remarks,2003,Exclusive Right (R),Monthly,39,3975,4250,01/21/2022,3900,03/01/2022
220003205,Rented,Detached,7057,Florey,92122,4,3,0,1611,1 Story,1963,Exclusive Right (R),Monthly,7,3900,3900,02/13/2022,3900,02/24/2022
220003066,Rented,All Other Attached,1199,Pacific,92101,2,2,0,1325,1 Story,2004,Exclusive Agency (A),Monthly,11,3900,3900,02/11/2022,3900,03/10/2022
210033279,Rented,Townhome,12307,Caminito Mira Del Mar,92130,2,2,1,1178,2 Story,1987,Exclusive Right (R),Monthly,7,3900,3900,12/14/2021,3900,12/22/2021
210033852,Rented,All Other Attached,8014,Paseo Del Ocaso,92037,2,1,0,918,1 Story,1948,Exclusive Right (R),Monthly,4,3900,3900000,12/27/2021,3900,01/24/2022
220000943,Rented,All Other Attached,3139,Evening,92037,3,2,0,1406,1 Story,1980,Exclusive Right (R),Monthly,10,3900,3900,01/15/2022,3900,01/31/2022
220005708,Active,Detached,8025,Laird,91942,4,2,0,1450,1 Story,1956,Exclusive Right (R),Monthly,4,3950,3950,03/12/2022,,
220005339,Active,Detached,11592,Timsford,92131,5,3,0,2279,2 Story,1992,Exclusive Right (R),Monthly,7,3950,3950,03/09/2022,,
220005093,Active,All Other Attached,4016,Layang Layang,92008,2,2,1,1664,2 Story,1983,Exclusive Right (R),Monthly,11,3950,3950,03/05/2022,,
NDP2201778,Active,All Other Attached,4337,Nobel Drive,92122,2,2,1,1881,Split Level,1988,Exclusive Right To Lease,,16,3950,4100,02/28/2022,,
220005138,Active,All Other Attached,525,Marine,92037,2,2,0,1018,1 Story,2000,Exclusive Right (R),Monthly,9,3950,3950,03/07/2022,,
NDP2201396,Pending,All Other Attached,826,America Way,92014,2,2,1,1298,2 Story,1985,Exclusive Right To Lease,,27,3950,3850,02/16/2022,,
PTP2200529,Pending,Detached,411,Windrose,91910,3,2,1,2364,2 Story,1984,Exclusive Right To Lease,,4,3950,3950000,01/24/2022,,
220001016,Rented,Detached,16061,Avenida Aveiro,92128,3,2,0,1853,1 Story,1986,Exclusive Right (R),Monthly,3,3950,3950,01/17/2022,3950,01/20/2022
210033175,Rented,Detached,7134,Caminito Zabala,92122,2,2,0,1112,1 Story,1987,Exclusive Right (R),Monthly,6,3800,3800,12/10/2021,3950,12/22/2021
210033328,Rented,Apartment,800,The Mark,92101,2,2,0,1240,1 Story,2007,Exclusive Right (R),Monthly,21,3950,4150,12/14/2021,3950,01/04/2022
210033825,Rented,All Other Attached,500,Harbor,92101,2,2,0,1184,1 Story,1994,Exclusive Agency (A),Monthly,19,3950,4150,12/26/2021,3950,01/14/2022
210034029,Rented,Townhome,4385,Nobel,92122,2,2,1,1766,Split Level,1987,Exclusive Right (R),Monthly,41,3950,4250,12/31/2021,3950,02/10/2022
220000564,Rented,Detached,16061,Avenida Aveiro,92128,3,2,0,1853,1 Story,1986,Exclusive Right (R),Monthly,6,3950,3950,01/11/2022,3950,01/17/2022
220000444,Rented,All Other Attached,321,10th,92101,2,2,0,1103,1 Story,2007,Exclusive Agency (A),Monthly,58,3950,4100,01/09/2022,3950,03/08/2022
220001535,Rented,All Other Attached,2740,Evans,92106,3,3,1,1597,3 Story,2004,Exclusive Right (R),Monthly,11,3950,3950,01/24/2022,3950,02/04/2022
220003385,Rented,Detached,15328,Avenida Rorras,92128,3,2,0,1843,1 Story,1987,Exclusive Right (R),Monthly,5,3950,3950,02/15/2022,3950,02/20/2022
220000362,Rented,Detached,11248,Carmel Creek,92130,3,2,1,1621,2 Story,1998,Exclusive Right (R),Monthly,12,3975,3975,01/07/2022,3975,01/20/2022
210034104,Pending,Townhome,6082,Cumulus,92110,3,2,1,1408,2 Story,1980,Exclusive Right (R),Monthly,2,3985,3985,01/02/2022,,
NDP2202125,Active,All Other Attached,6469,Caltha Place,92011,3,2,1,1720,2 Story,2000,Exclusive Right To Lease,,7,3995,3995,03/09/2022,,
ND22042704,Active,All Other Attached,2427,San Elijo,92007,1,1,,652,2 Story,2003,Exclusive Right To Lease,,12,3995,3995,03/04/2022,,
NDP2202031,Pending,All Other Attached,6033,Paseo Hermosa,92009,3,2,1,2056,2 Story,2000,Exclusive Right To Lease,,10,3995,3995,03/05/2022,,
220001076,Rented,Townhome,7814,Civita,92108,2,2,1,1547,3 Story,2013,Exclusive Right (R),Monthly,9,3995,3995,01/18/2022,3995,01/27/2022
220000950,Rented,Detached,9516,Larrabee,92123,4,3,0,1650,1 Story,1960,Exclusive Agency (A),Monthly,20,3995,4495,01/15/2022,3995,02/04/2022
220001243,Rented,Detached,12709,Mcferon,92064,3,3,0,1945,1 Story,1972,Exclusive Right (R),Monthly,4,3995,3995,01/20/2022,3995,01/25/2022
210034165,Rented,Detached,1806,Sheep Ranch,91913,4,3,0,2188,2 Story,2003,Exclusive Right (R),Monthly,11,3995,3995,01/03/2022,3995,01/14/2022
NDP2201794,Active,All Other Attached,1980,Fairway Circle,92078,2,2,0,1150,1 Story,1975,Exclusive Right To Lease,,16,4000,4000,02/28/2022,,
PTP2200152,Active,All Other Attached,935,D Ave.,92118,2,1,0,988,1 Story,1973,,,68,4000,4000,01/07/2022,,
NDP2113679,Active,All Other Attached,7509,Jerez,92009,3,2,1,1495,2 Story,2015,Exclusive Right To Lease,,76,4000,4000,12/30/2021,,
PTP2200126,Active,All Other Attached,814,D Ave,92118,2,1,0,825,1 Story,1978,Exclusive Right To Lease,,69,4000,4000,01/06/2022,,
220004251,Active,All Other Attached,12935,Peppergrass Creek Gate,92130,2,2,1,1207,3 Story,2018,Exclusive Right (R),Monthly,20,4000,4000,02/24/2022,,
PTP2200211,Active,All Other Attached,711,C Avenue,92118,2,1,0,750,1 Story,2017,,,65,4000,4000,01/10/2022,,
220002744,Active,Detached,5091,54th,92115,5,2,0,1300,1 Story,1958,Open Listing (O),Monthly,36,4000,4600,02/08/2022,,
NDP2202006,Active,All Other Attached,4021,Canario Street,92008,3,3,0,1718,1 Story,2003,Exclusive Right To Lease,,12,4000,4000,03/04/2022,,
220004210,Pending,Townhome,12918,Carmel Creek,92130,3,3,0,1600,3 Story,1988,Exclusive Agency (A),Monthly,9,4000,4000,02/24/2022,,
PTP2201236,Pending,Detached,5650,Genoa Dr,92120,3,2,1,2036,1 Story,1961,Open Listing (O),,5,4000,4000,02/24/2022,,
220004480,Pending,Townhome,10907,Alderman,92126,3,2,1,1400,2 Story,2022,Exclusive Right (R),Monthly,8,4000,4000,02/27/2022,,
220001997,Rented,All Other Attached,5490,La Jolla Blvd K213,92037,0,1,0,719,1 Story,2005,Exclusive Right (R),Monthly,19,4000,4000,01/28/2022,4000,02/18/2022
220000128,Rented,Detached,1317,Ridgeview,91902,4,3,0,2895,2 Story,1977,Exclusive Right (R),Monthly,13,4000,4500,01/05/2022,4000,01/18/2022
220002738,Rented,Detached,2413,Appian,92010,3,2,0,1821,1 Story,1987,Exclusive Right (R),Monthly,27,4000,4000,02/08/2022,4000,03/07/2022
220004517,Rented,Townhome,6093,Caminito Del Oeste,92111,3,2,1,1522,2 Story,1987,Exclusive Right (R),Monthly,0,4000,4000,02/28/2022,4000,02/28/2022
210032829,Rented,Townhome,8951,Caminito Verano,92037,3,2,0,1401,1 Story,1974,Exclusive Agency (A),Monthly,21,4000,4000,12/07/2021,4000,12/28/2021
220000291,Rented,All Other Attached,4165,Executive,92037,2,2,0,1128,1 Story,2000,Exclusive Agency (A),Monthly,15,3995,3995,01/07/2022,4000,01/22/2022
220002285,Rented,Detached,4403,Governor,92122,3,2,0,1334,1 Story,1963,Exclusive Right (R),Monthly,28,4000,4000,02/02/2022,4000,03/02/2022
220001289,Rented,Twinhome,241,Granados,92075,3,2,0,1375,2 Story,1978,Exclusive Right (R),Monthly,12,4000,4000,01/20/2022,4000,02/02/2022
NDP2200182,Active,All Other Attached,400,The Strand,92054,2,2,,1010,1 Story,1990,Exclusive Right To Lease,,69,4050,4600,01/06/2022,,
220005014,Active,Apartment,635,Robinson,92103,1,1,0,836,Other/Remarks,2021,Exclusive Right (R),Monthly,12,4050,4050,03/04/2022,,
220000707,Rented,All Other Attached,500,Harbor,92101,3,2,1,1556,1 Story,1994,Exclusive Right (R),Monthly,14,4050,4050,01/13/2022,4050,01/27/2022
220000227,Rented,Detached,11202,Capilla,92127,4,3,0,2227,2 Story,1972,Exclusive Right (R),Monthly,6,4075,4075,01/06/2022,4075,01/21/2022
ML81878867,Pending,,11951,Miro,92131,3,2,1,1753,,2002,Exclusive Right To Lease,,12,4100,4300,02/18/2022,,03/30/2022
220004128,Rented,Detached,7076,Surfbird,92011,3,2,1,1705,2 Story,1998,Exclusive Right (R),Monthly,15,4100,4100,02/23/2022,4100,03/10/2022
220005739,Active,Detached,12650,Carmel Country,92130,3,2,1,1535,3 Story,1999,Exclusive Right (R),Monthly,3,4150,4150,03/13/2022,,
220005404,Active,Detached,5091,Park Rim,92117,3,2,0,1490,1 Story,1968,Exclusive Right (R),Monthly,6,4150,4150,03/10/2022,,
210032686,Rented,Detached,27645,Heritage,92082,4,3,0,2494,2 Story,2021,Exclusive Right (R),Monthly,29,4150,4300,12/03/2021,4150,01/01/2022
220005729,Active,Townhome,1504,Fig Tree,92056,4,3,1,1767,3 Story,2022,Exclusive Right (R),Monthly,3,4195,4195,03/13/2022,,
220000569,Rented,All Other Attached,2910,Kellogg,92106,2,2,0,1269,1 Story,1983,Exclusive Right (R),Monthly,10,4195,3995,01/11/2022,4195,01/26/2022
220005529,Active,Detached,4350,Milano,92057,4,2,1,1921,2 Story,1998,Exclusive Right (R),Monthly,6,4200,4200,03/10/2022,,
OC22048801,Active,All Other Attached,971,Loring,92109,3,2,1,1299,2 Story,1987,Exclusive Right To Lease,,5,4200,4200,03/11/2022,,
PTP2201041,Active,Detached,972,Surrey,91902,4,3,,2240,"Split Level, 3 Story",1987,Exclusive Right To Lease,,29,4200,4500,02/15/2022,,
PTP2201331,Active,Detached,1861,Wolf Canyon,91913,3,2,1,1671,2 Story,2006,Exclusive Right To Lease,,16,4200,4200,02/28/2022,,
220001953,Active,Townhome,3252,Via Alicante,92037,3,2,0,1137,3 Story,1975,Exclusive Right (R),Monthly,47,4200,4200,01/28/2022,,
220005765,Active,Detached,338,Moonstone Bay,92057,4,2,1,2622,2 Story,1991,Exclusive Right (R),Monthly,2,4200,4200,03/14/2022,,
220005035,Active,Detached,11347,Paul Barwick,92126,4,3,0,2056,2 Story,1992,Exclusive Right (R),Monthly,12,4200,4200,03/04/2022,,
220005075,Active,Townhome,4148,Via Candidiz,92130,3,2,1,1217,2 Story,1998,Exclusive Right (R),Monthly,11,4200,4500,03/05/2022,,
220004567,Active,Detached,1813,Lynx,91915,4,3,1,2659,3 Story,2018,Exclusive Right (R),Monthly,16,4200,4800,02/28/2022,,
SDC0000323,Active,Detached,1975,Alpine Creek,91901,3,2,1,2100,2 Story,1996,Exclusive Agency (A),Monthly,14,4200,4200,03/02/2022,,
NDP2201264,Pending,Detached,3619,Via Bernardo,92056,4,3,,2585,2 Story,1990,Exclusive Right To Lease,,10,4200,4200,02/11/2022,,
NDP2200984,Pending,Detached,1136,South Coast Highway 101,92024,2,2,,1200,2 Story,2022,Exclusive Right To Lease,,16,4200,4200,02/02/2022,,
220004121,Rented,Detached,11223,Carmel Creek,92130,3,2,1,1628,2 Story,1998,Exclusive Agency (A),Monthly,3,4200,4200,02/23/2022,4200,02/26/2022
220004645,Rented,Detached,6207,Vista Santa Clara,92154,4,2,1,2162,2 Story,2003,Exclusive Agency (A),Monthly,5,4200,4200,03/01/2022,4200,03/06/2022
NDP2200372,Active,All Other Attached,2677,State,92008,1,1,0,848,Split Level,2022,Exclusive Right To Lease,,62,4240,4240,01/13/2022,,
220005124,Active,Detached,1405,Bancroft,92102,3,2,0,1336,1 Story,1990,Exclusive Right w/ Exception,Monthly,10,4250,4250,03/06/2022,,
220003837,Active,Townhome,1080,Park,92101,2,2,0,1422,1 Story,2007,Exclusive Agency (A),Monthly,25,4250,4450,02/19/2022,,
NDP2200598,Active,All Other Attached,400,Pacific Street,92054,2,2,,1280,1 Story,1991,Exclusive Right To Lease,,55,4250,4350,01/20/2022,,
220003809,Rented,Detached,4460,Copeland,92116,3,2,0,1350,1 Story,1926,Exclusive Agency (A),Monthly,14,4250,4250,02/19/2022,4250,03/05/2022
220001189,Rented,Townhome,3781,Ruette De Ville,92130,3,2,1,1532,2 Story,1995,Exclusive Right (R),Monthly,21,4000,4000,01/19/2022,4250,02/09/2022
